Time [s],User1_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),Avg_latency(µs),
1.4,0,14.394,15.0139,0,=AVERAGE(F2:F2),
1.5,57.232,14.394,15.0139,56836,=AVERAGE(F3:F3),
1.6,286.496,14.394,15.0139,5517,=AVERAGE(F4:F4),
1.7,299.6,14.394,15.0139,5273,=AVERAGE(F5:F5),
1.8,300.048,14.394,15.0139,5265,=AVERAGE(F6:F6),
1.9,299.936,14.394,15.0139,5268,=AVERAGE(F7:F7),
2,300.048,14.2957,15.0676,5267,=AVERAGE(F8:F8),
2.1,299.936,14.0656,15.1842,5272,=AVERAGE(F9:F9),
2.2,299.6,13.8206,15.2962,5271,=AVERAGE(F10:F10),
2.3,299.936,13.5605,15.4034,5262,=AVERAGE(F11:F11),
2.4,300.16,13.2848,15.5056,5272,=AVERAGE(F12:F12),
2.5,299.936,12.9932,15.6027,5265,=AVERAGE(F13:F13),
2.6,299.264,12.6853,15.6945,5279,=AVERAGE(F14:F14),
2.7,300.16,12.3607,15.7808,5263,=AVERAGE(F15:F15),
2.8,299.712,12.019,15.8615,5270,=AVERAGE(F16:F16),
2.9,299.936,11.6597,15.9363,5272,=AVERAGE(F17:F17),
3,300.16,11.2826,16.0051,5270,=AVERAGE(F18:F18),
3.1,299.824,10.887,16.0676,5272,=AVERAGE(F19:F19),
3.2,299.936,10.4728,16.1237,5259,=AVERAGE(F20:F20),
3.3,299.936,10.0394,16.1731,5276,=AVERAGE(F21:F21),
3.4,299.824,9.58647,16.2156,5269,=AVERAGE(F22:F22),
3.5,299.936,9.1135,16.2511,5252,=AVERAGE(F23:F23),
3.6,299.824,8.62009,16.2793,5282,=AVERAGE(F24:F24),
3.7,299.712,8.10584,16.2999,5258,=AVERAGE(F25:F25),
3.8,300.384,7.57029,16.3127,5284,=AVERAGE(F26:F26),
3.9,37.52,7.01306,16.3175,94245,=AVERAGE(F27:F27),
4,284.368,6.43366,16.3141,5338,=AVERAGE(F28:F28),
4.1,299.824,5.83171,16.3021,5290,=AVERAGE(F29:F29),
4.2,18.368,7.23461,13.572,5288,=AVERAGE(F30:F30),
4.3,298.144,7.24972,13.572,16736,=AVERAGE(F31:F31),
4.4,300.048,7.98101,13.297,5259,=AVERAGE(F32:F32),
4.5,299.6,8.70789,13.0061,5279,=AVERAGE(F33:F33),
4.6,299.712,9.41416,12.6989,5283,=AVERAGE(F34:F34),
4.7,300.272,10.0992,12.375,5268,=AVERAGE(F35:F35),
4.8,299.824,10.7627,12.034,5255,=AVERAGE(F36:F36),
4.9,299.6,11.404,11.6755,5281,=AVERAGE(F37:F37),
5,300.384,12.0229,11.2991,5253,=AVERAGE(F38:F38),
5.1,299.936,12.6187,10.9045,5258,=AVERAGE(F39:F39),
5.2,300.048,13.1911,10.491,5271,=AVERAGE(F40:F40),
5.3,299.712,13.7397,10.0585,5288,=AVERAGE(F41:F41),
5.4,300.272,14.2639,9.60634,5240,=AVERAGE(F42:F42),
5.5,299.936,14.7636,9.1342,5304,=AVERAGE(F43:F43),
5.6,299.6,15.2382,8.64171,5259,=AVERAGE(F44:F44),
5.7,299.824,15.6873,8.12837,5256,=AVERAGE(F45:F45),
5.8,300.16,16.1108,7.59376,5256,=AVERAGE(F46:F46),
5.9,299.936,16.5081,7.03746,5300,=AVERAGE(F47:F47),
6,299.712,16.8791,6.45904,5263,=AVERAGE(F48:F48),
6.1,17.92,18.4098,5.80459,5299,=AVERAGE(F49:F49),
6.2,269.024,17.8146,7.67848,19386,=AVERAGE(F50:F50),
6.3,299.936,17.5229,8.41364,5300,=AVERAGE(F51:F51),
6.4,299.6,17.2041,9.12838,5254,=AVERAGE(F52:F52),
6.5,299.936,16.8583,9.82213,5259,=AVERAGE(F53:F53),
6.6,299.824,16.4858,10.4945,5265,=AVERAGE(F54:F54),
6.7,300.048,16.0869,11.1449,5275,=AVERAGE(F55:F55),
6.8,299.488,15.662,11.773,5285,=AVERAGE(F56:F56),
6.9,299.936,15.2113,12.3783,5250,=AVERAGE(F57:F57),
7,299.6,14.7353,12.9603,5266,=AVERAGE(F58:F58),
7.1,299.936,14.2342,13.5186,5286,=AVERAGE(F59:F59),
7.2,300.384,13.7085,14.0529,5255,=AVERAGE(F60:F60),
7.3,299.824,13.1585,14.5626,5277,=AVERAGE(F61:F61),
7.4,299.936,12.5848,15.0475,5247,=AVERAGE(F62:F62),
7.5,299.936,11.9876,15.5071,5274,=AVERAGE(F63:F63),
7.6,299.824,11.3674,15.9411,5304,=AVERAGE(F64:F64),
7.7,299.712,10.7247,16.3491,5219,=AVERAGE(F65:F65),
7.8,300.272,10.06,16.7308,5313,=AVERAGE(F66:F66),
7.9,300.048,9.37372,17.086,5227,=AVERAGE(F67:F67),
8,299.824,8.66629,17.4144,5263,=AVERAGE(F68:F68),
8.1,299.936,7.93823,17.7155,5302,=AVERAGE(F69:F69),
8.2,300.048,7.19003,17.9894,5280,=AVERAGE(F70:F70),
8.3,299.936,6.4222,18.2356,5258,=AVERAGE(F71:F71),
8.4,19.488,7.03269,16.5113,4960,=AVERAGE(F72:F72),
8.5,297.024,7.58918,16.1142,16672,=AVERAGE(F73:F73),
8.6,300.832,7.60018,16.1142,5319,=AVERAGE(F74:F74),
8.7,299.712,8.12399,15.691,5292,=AVERAGE(F75:F75),
8.8,299.824,8.6375,15.242,5268,=AVERAGE(F76:F76),
8.9,299.936,9.13019,14.7677,5244,=AVERAGE(F77:F77),
9,299.264,9.60246,14.2682,5290,=AVERAGE(F78:F78),
9.1,300.16,10.0548,13.7442,5270,=AVERAGE(F79:F79),
9.2,300.048,10.4875,13.1958,5248,=AVERAGE(F80:F80),
9.3,299.936,10.9011,12.6236,5300,=AVERAGE(F81:F81),
9.4,299.712,11.2959,12.0279,5204,=AVERAGE(F82:F82),
9.5,299.936,11.6724,11.4093,5335,=AVERAGE(F83:F83),
9.6,299.6,12.0311,10.7681,5239,=AVERAGE(F84:F84),
9.7,299.936,12.3722,10.1049,5298,=AVERAGE(F85:F85),
9.8,299.936,12.6963,9.41996,5201,=AVERAGE(F86:F86),
9.9,300.048,13.0036,8.71391,5261,=AVERAGE(F87:F87),
10,299.824,13.2946,7.9872,5324,=AVERAGE(F88:F88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(C7:C88)
